98 84 87 1 29
20 34 53 67 87
32 5 48 80 38
97 72 58 39 8
59 70 87 22 19
64 63 56 52 61
76 36 21 0 68
29 22 38 75 28
99 55 97 35 98
57 65 74 93 57
85 59 2 12 96
60 19 59 38 9
18 27 69 21 51
79 47 23 22 72
69 67 23 34 51
66 45 45 28 71
36 26 9 54 80
68 26 20 33 19
0 38 16 57 8
71 25 42 80 54
27 17 81 22 57
63 89 84 4 10
45 88 85 48 50
81 72 6 69 78
10 39 23 3 32
80 79 41 95 9
36 25 15 68 65
7 58 0 62 85
63 88 47 69 52
58 65 3 66 53
91 0 85 44 18
55 77 95 9 98
27 82 60 52 23
51 10 63 77 6
36 50 53 68 59
13 46 43 2 17
77 94 31 57 51
80 31 13 76 37
57 81 27 17 95
84 77 10 4 13
54 19 64 26 37
97 25 55 44 41
62 39 33 72 20
83 82 69 81 63
64 55 35 77 9
10 28 65 75 47
73 62 22 43 66
31 45 92 38 14
93 28 93 9 73
19 92 63 43 37
69 75 1 39 9
73 17 94 53 33
83 89 40 57 93
89 33 82 11 97
5 43 10 22 66
13 29 29 80 71
44 67 72 80 8
70 21 71 91 43
29 99 64 71 78
0 9 38 59 61
84 25 16 46 64
11 98 66 34 6
97 18 28 91 77
61 50 20 63 40
46 72 3 97 33
59 23 59 85 31
49 52 37 37 29
67 56 21 14 41
38 39 90 38 51
16 96 14 73 16
63 21 41 43 58
97 11 60 0 63
28 77 87 71 86
15 71 61 32 75
70 6 89 56 56
16 27 86 88 70
95 3 4 44 62
82 95 71 0 45
58 52 88 68 53
12 89 93 76 83
9 12 0 55 60
7 79 32 94 62
83 93 90 63 96
61 57 7 63 84
4 34 10 71 54
4 49 78 55 95
14 44 77 18 89
14 99 90 79 27
13 18 28 26 79
11 68 45 81 71
21 30 35 36 95
31 64 35 29 98
13 35 62 75 51
21 50 83 54 82
62 0 59 82 41
51 79 90 6 94
48 66 29 40 92
66 95 29 3 66
97 63 7 7 79
5 88 25 8 27
41 78 98 19 32
87 40 49 26 43
21 0 35 17 97
46 49 93 52 4
16 43 63 76 25
2 79 24 5 66
40 4 49 67 35
84 58 88 24 23
19 85 2 62 89
10 20 82 55 30
54 4 22 72 12
56 24 69 6 17
61 46 36 1 86
52 92 44 15 42
60 65 81 76 17
73 41 33 65 41
78 40 79 91 62
2 75 15 77 86
92 29 33 51 97
68 70 80 76 68
41 81 23 27 91
46 40 58 8 35
17 44 56 3 19
96 97 42 60 94
45 27 2 61 34
49 60 74 31 88
14 77 8 38 30
40 74 49 9 35
8 97 61 82 14
50 42 32 2 28
24 13 85 32 38
46 29 89 31 42
20 93 57 74 90
56 95 69 30 93
11 91 37 42 5
41 21 54 90 94
39 79 12 35 64
17 58 40 1 79
46 69 45 71 38
49 42 56 76 42
41 7 85 36 2
50 43 20 10 0
94 50 92 10 96
8 21 54 0 41
57 90 93 4 12
64 97 57 24 17
94 51 42 16 46
1 35 57 67 33
50 23 48 1 21
90 90 64 0 97
46 11 21 85 44
41 85 74 89 82
87 2 50 9 93
15 54 71 35 83
44 84 66 32 50
32 22 25 26 78
79 16 9 43 94
83 59 22 54 93
21 11 84 11 49
36 52 82 58 35
70 86 16 97 59
27 96 86 28 36
57 27 4 24 0
17 1 36 95 34
30 82 30 94 81
19 14 39 20 61
13 39 30 92 4
50 24 7 75 1
40 65 90 15 56
6 52 25 42 38
68 25 41 94 19
7 81 92 37 14
71 45 64 69 15
33 48 56 60 51
10 8 33 27 30
87 51 80 6 59
91 92 66 16 66
14 99 63 23 6
78 84 1 51 53
17 60 37 0 10
5 24 75 96 61
90 18 5 59 30
13 24 92 2 25
50 95 97 4 17
74 23 93 52 64
53 7 80 86 35
11 48 50 80 78
2 45 27 95 94
1 51 59 6 28
71 78 76 32 91
5 40 53 64 67
30 6 71 64 62
58 89 63 79 69
97 21 15 76 42
48 73 88 75 84
64 29 17 55 18
36 47 21 34 65
92 70 45 9 93
96 90 63 48 39
47 64 84 19 8
6 91 7 52 46
2 25 4 70 71
75 19 47 41 10
85 88 22 16 39
58 66 53 84 96
25 85 17 62 10
31 64 17 10 29
21 88 48 3 24
7 7 57 42 54
50 40 41 77 85
56 36 67 53 31
7 52 14 14 93
0 37 98 3 17
91 99 88 63 82
77 17 52 40 28
1 48 4 40 71
85 3 83 64 48
83 87 80 93 77
82 19 65 45 37
59 46 48 39 77
95 53 5 32 51
72 65 17 30 43
20 17 46 23 84
21 13 5 44 27
94 94 95 55 28
11 88 47 98 86
66 90 21 13 27
66 58 28 23 45
4 32 46 8 66
93 16 70 12 2
93 25 76 96 82
11 86 11 30 5
39 71 43 77 17
6 30 69 92 55
24 13 2 37 60
70 11 21 20 19
66 84 0 90 17
48 66 39 77 87
62 29 74 96 8
82 92 26 5 98
31 10 64 34 63
42 86 9 84 68
81 36 91 99 93
9 59 30 68 98
48 63 6 49 21
82 26 89 28 7
73 12 25 92 63
3 18 3 37 20
72 51 32 36 52
25 69 99 38 87
86 54 59 6 79
31 15 70 25 71
86 33 47 10 42
68 78 4 93 5
69 73 36 77 37
28 58 15 96 56
90 67 86 11 20
38 28 62 62 30
15 63 34 25 15
45 84 32 9 98
56 69 96 77 31
37 67 65 25 17
41 11 28 20 48
79 55 80 55 79
53 83 35 88 91
88 87 25 20 34
13 74 79 96 24
51 71 86 67 96
98 66 14 30 92
27 21 2 12 92
22 67 2 61 83
30 14 33 68 35
29 96 3 78 77
30 87 77 17 76
45 9 72 13 45
96 26 15 71 34
82 53 82 3 17
96 27 48 0 87
60 90 5 52 37
42 2 42 66 31
64 15 41 78 52
34 43 21 38 26
83 73 26 43 55
60 38 68 99 69
78 15 86 52 70
6 22 41 2 38
18 42 9 88 86
94 43 66 93 13
41 18 6 31 53
75 52 19 80 82
71 55 87 71 9
27 66 63 85 56
43 97 20 10 50
29 17 87 80 80
77 58 70 33 57
73 77 59 54 7
22 15 89 8 15
44 55 3 84 48
25 45 5 71 50
0 48 96 70 40
12 30 56 2 33
81 7 23 12 36
71 68 36 37 22
32 81 75 4 0
66 45 69 67 79
68 86 39 5 48
68 49 25 86 88
69 72 51 15 50
91 18 62 66 9
81 33 49 61 16
58 59 73 75 49
77 78 30 38 59
71 50 33 32 59
53 39 77 69 7
20 56 95 47 71
74 6 54 44 83
34 67 55 32 96
8 57 54 71 22
43 53 50 6 12
51 21 34 54 55
89 52 66 99 71
64 18 44 70 10
2 76 11 37 85
84 36 64 83 1
75 47 5 17 52
12 22 85 40 91
48 70 37 59 96
75 19 2 21 67
70 1 15 33 63
8 46 20 51 39
40 58 98 8 58
51 99 44 46 65
46 18 32 57 35
43 44 48 57 55
56 99 78 41 48
22 56 14 2 94
94 30 8 41 97
42 60 87 19 2
57 28 79 45 14
26 5 72 61 14
80 18 39 39 47
